,title,artist,price,size,painting type,url,path,material,style,area,original
0,"Flowers, Paintings",Elena Hromova,2530,39.4 x 39.4 in,Print of Art Deco Botanic Paintings,https://www.saatchiart.com/saatchi-images/saatchi/2165285/art/10956387/10018797-CDEMIKJZ-7.jpg,saatchi_art_images/1.jpg.jpg,Acrylic on Canvas,Art Deco Botanic,1552.36,0
1,"Tranquil Sanctuary Ii, Paintings",Alissa Kim Tjen,1455,36 x 24 in,Print of Abstract Landscape Paintings,https://www.saatchiart.com/saatchi-images/saatchi/725789/art/12499063/11561253-KJCREDYI-7.jpg,saatchi_art_images/2.jpg.jpg,Acrylic on Canvas,Abstract Landscape,864.0,0
2,"Highest Good, Paintings",Adam Collier Noel,5550,36 x 48 in,Original Abstract Typography Paintings,https://www.saatchiart.com/saatchi-images/saatchi/425902/art/11197009/10259279-UVOBPNOS-7.jpg,saatchi_art_images/3.jpg.jpg,Acrylic on Canvas,Abstract Typography,1728.0,1
3,"Mirror Series Untitled Portrait, Paintings",Tomoya Nakano,3287,21.2 x 29.5 in,Original Abstract Women Paintings,https://www.saatchiart.com/saatchi-images/saatchi/805291/art/10469015/9531507-LHRMYNGM-7.jpg,saatchi_art_images/4.jpg.jpg,Oil on Paper,Abstract Women,625.4,1
4,"Barcelona 2022, Paintings",David  Farrés Calvo,1315,36.2 x 23.6 in,Original Fine Art Cities Paintings,https://www.saatchiart.com/saatchi-images/saatchi/685447/art/9081865/8145043-OYSKORJU-7.jpg,saatchi_art_images/5.jpg.jpg,Oil on Canvas,Fine Art Cities,854.3200000000002,1
5,"The Cheeseburger Deluxe, Paintings",Matthew Haghighi,3735,24 x 36 in,Original Realism Food Paintings,https://www.saatchiart.com/saatchi-images/saatchi/2380599/art/11307299/10369565-PJGQPALB-7.jpg,saatchi_art_images/6.jpg.jpg,Acrylic on Canvas,Realism Food,864.0,1
6,"Thrasher Magazine - Tony Hawk Bones, Paintings",Matthew Haghighi,2685,24 x 30 in,Original Pop Art Pop Culture/Celebrity Paintings,https://images.saatchiart.com/saatchi/2380599/art/11317071/10379337-KZRUFDVR-7.jpg,saatchi_art_images/7.jpg.jpg,Acrylic on Canvas,Pop Art Pop Culture/Celebrity,720.0,1
7,"Mad Girl'S Love Song, Paintings",Amber Penney,1950,24 x 24 in,Original Abstract Expressionism Language Paintings,https://images.saatchiart.com/saatchi/1081013/art/11450643/10512897-WHHQPDXZ-7.jpg,saatchi_art_images/8.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Language,576.0,1
8,"Symphony Of Dreams, Paintings",Katarina Branisova,1518,19.7 x 27.6 in,Original Contemporary Women Paintings,https://images.saatchiart.com/saatchi/2197603/art/11499427/10561681-RSPAGMAZ-7.jpg,saatchi_art_images/9.jpg.jpg,Acrylic on Canvas,Contemporary Women,543.72,1
9,"Untitled 2023, Paintings",Mary Ann Wakeley,1300,19 x 24 in,Original Contemporary Abstract Paintings,https://images.saatchiart.com/saatchi/338418/art/11086287/10148567-AEEWPISG-7.jpg,saatchi_art_images/10.jpg.jpg,Acrylic on Paper,Contemporary Abstract,456.0,1
10,"Play Space No. 39 (Framed), Paintings",Lauren Matsumoto,3398,41 x 31 in,Original Abstract Nature Paintings,https://images.saatchiart.com/saatchi/730199/art/11538543/10600795-SHEBGOFF-7.jpg,saatchi_art_images/11.jpg.jpg,Oil on Canvas,Abstract Nature,1271.0,1
11,"Riverboat, Paintings",Anna Mcneil,805,6.7 x 9.4 in,Original Impressionism People Paintings,https://images.saatchiart.com/saatchi/12068/art/7887472/6955218-HSC00001-7.jpg,saatchi_art_images/12.jpg.jpg,Oil on Canvas,Impressionism People,62.980000000000004,1
12,"The Pool Beneath The Waterfall, Paintings",Lynn Crombie,668,21.9 x 29.7 in,Print of Abstract Expressionism Landscape Paintings,https://images.saatchiart.com/saatchi/1787309/art/11704905/10767145-PBTPDJWN-7.jpg,saatchi_art_images/13.jpg.jpg,Oil on Paper,Abstract Expressionism Landscape,650.43,0
13,"Orange Dogs Remind Us Simply Live, Paintings",Trifon Markov,880,24 x 12 in,Print of Folk Dogs Paintings,https://images.saatchiart.com/saatchi/1773122/art/11846987/10909227-GZVXPAIU-7.jpg,saatchi_art_images/14.jpg.jpg,Oil on Canvas,Folk Dogs,288.0,0
14,"Observer, Paintings",Eugene Seagull,1780,29.5 x 33.5 in,Print of Impressionism Women Paintings,https://images.saatchiart.com/saatchi/707259/art/12005183/11067409-MGBYTWPK-7.jpg,saatchi_art_images/15.jpg.jpg,Oil on Canvas,Impressionism Women,988.25,0
15,"Intersection, Paintings",Anatolii Zhuk,2955,59 x 59 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/1621504/art/12470821/11533011-XPCNPKTN-7.jpg,saatchi_art_images/16.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,3481.0,1
16,"Pulsations, Paintings",Liam Hennessy,1073,24 x 39.4 in,Original Pop Art Abstract Paintings,https://images.saatchiart.com/saatchi/28254/art/12175859/11238057-MKRYMEFU-7.jpg,saatchi_art_images/17.jpg.jpg,Acrylic on Wood,Pop Art Abstract,945.5999999999999,1
17,"Nightwatch, Paintings",Benjamin Stephenson,2170,17.3 x 27.6 in,Original Folk Animal Paintings,https://images.saatchiart.com/saatchi/836338/art/10960227/10022637-HICTXELT-7.jpg,saatchi_art_images/18.jpg.jpg,Canvas,Folk Animal,477.48,1
18,"Number 7 From The Series “A Line Is A Line, ...”, Paintings",Cintia Garcia,3685,59.1 x 59.1 in,Print of Minimalism Abstract Paintings,https://images.saatchiart.com/saatchi/400471/art/6309627/5379395-HSC00001-7.jpg,saatchi_art_images/19.jpg.jpg,Acrylic on Canvas,Minimalism Abstract,3492.81,0
19,"Internal Monolgue, Paintings",Katherine Hunsaker,408,15 x 15 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/1193509/art/12296773/11358969-PUZDYDBC-7.jpg,saatchi_art_images/20.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,225.0,1
20,"At The Lake (1987), Paintings",Joanna Hamulski,310,15.5 x 15.5 in,Original Contemporary Beach Paintings,https://images.saatchiart.com/saatchi/2464601/art/12305223/11367419-GIKTRBKA-7.jpg,saatchi_art_images/21.jpg.jpg,Oil on Wood,Contemporary Beach,240.25,1
21,"Palm Trees, Paintings",Andy Shaw,411,9.9 x 11.8 in,Print of Pop Art Nature Paintings,https://images.saatchiart.com/saatchi/877065/art/12511573/11573763-CDYRTKYF-7.jpg,saatchi_art_images/22.jpg.jpg,Acrylic on Paper,Pop Art Nature,116.82000000000001,0
22,"Close To The Face - Watercolor, Paintings",Sylvia Baldeva,3220,15 x 22.8 in,Print of Expressionism Portrait Paintings,https://images.saatchiart.com/saatchi/394248/art/2710449/1780342-FBONZYGU-7.jpg,saatchi_art_images/23.jpg.jpg,Watercolor on Paper,Expressionism Portrait,342.0,0
23,"Golden Hour, Paintings",Christy Powers,1825,20 x 16 in,Print of Documentary Landscape Paintings,https://images.saatchiart.com/saatchi/554198/art/12422743/11484933-UYLROGCD-7.jpg,saatchi_art_images/24.jpg.jpg,Acrylic on Paper,Documentary Landscape,320.0,0
24,"Scarlet Autumn, Paintings",Shandor Alexander,3840,31.5 x 23.6 in,Print of Abstract Expressionism Landscape Paintings,https://images.saatchiart.com/saatchi/658904/art/2418988/1489051-FCFPJINS-7.jpg,saatchi_art_images/25.jpg.jpg,Oil on Canvas,Abstract Expressionism Landscape,743.4000000000001,0
25,"Red Door Rose, Paintings",Britney F,212,8 x 10 in,Print of Minimalism Floral Paintings,https://images.saatchiart.com/saatchi/2580977/art/12343411/11405607-FYXQWCTQ-7.jpg,saatchi_art_images/26.jpg.jpg,Acrylic on Hardboard,Minimalism Floral,80.0,0
26,"Stranger (357), Paintings",Cheolhee Lim,3150,23.9 x 28.7 in,Print of Fine Art Portrait Paintings,https://images.saatchiart.com/saatchi/523717/art/11738121/10800361-CHPBBYLD-7.jpg,saatchi_art_images/27.jpg.jpg,Acrylic on Canvas,Fine Art Portrait,685.93,0
27,"Glacier Bay, Paintings",Shellie Garber,495,18 x 24 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/867774/art/12376647/11438837-AARJEPYA-7.jpg,saatchi_art_images/28.jpg.jpg,Acrylic on Paper,Abstract Expressionism Abstract,432.0,1
28,"Equestrian Elegance: Tapestries Of Time Iv, Paintings",Karenina Fabrizzi,5470,59.1 x 59.1 in,Original Romanticism Horse Paintings,https://images.saatchiart.com/saatchi/115677/art/12402837/11465027-IYJONVKO-7.jpg,saatchi_art_images/29.jpg.jpg,Oil on Canvas,Romanticism Horse,3492.81,1
29,"Exploration Papier 325, Paintings",Stephanie Rivet,386,12 x 12 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/680761/art/12525441/11587631-OHDTDIZG-7.jpg,saatchi_art_images/30.jpg.jpg,Acrylic on Paper,Abstract Expressionism Abstract,144.0,1
30,"Estate Agent On A Shoe-Box: Bright And Airy.., Paintings",Martin Wojnowski,1930,19.7 x 27.6 in,Print of Realism Animal Paintings,https://images.saatchiart.com/saatchi/181583/art/12099867/11162065-OCKTWEAA-7.jpg,saatchi_art_images/31.jpg.jpg,Acrylic on Canvas,Realism Animal,543.72,0
31,"Lines Of The Ephemeral, Paintings",Rui Carruço,3070,19.7 x 27.6 in,Print of Abstract Still Life Paintings,https://images.saatchiart.com/saatchi/419383/art/12430829/11493019-YXZBTFBA-7.jpg,saatchi_art_images/32.jpg.jpg,Acrylic on Canvas,Abstract Still Life,543.72,0
32,"In Blue, Paintings",Jonas Fisch,3830,53 x 41 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/738587/art/12486263/11548453-ETUCNJHQ-7.jpg,saatchi_art_images/33.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,2173.0,1
33,"Toscana, Paintings",Ramaz Razmadze,3525,32 x 24 in,Original Contemporary Landscape Paintings,https://images.saatchiart.com/saatchi/12553/art/12465715/11527905-RRXINMAU-7.jpg,saatchi_art_images/34.jpg.jpg,Acrylic on Canvas,Contemporary Landscape,768.0,1
34,"Moderna, Paintings",Igor  Eugen Prokop,2575,21.3 x 25.2 in,Print of Abstract Paintings,https://images.saatchiart.com/saatchi/98903/art/8262105/7327297-HSC00001-7.jpg,saatchi_art_images/35.jpg.jpg,Acrylic on Canvas,Abstract,536.76,0
35,"Blue Embrace Iii, Paintings",Heidi Lanino,2665,16 x 20 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/571222/art/12474545/11536735-HLAMXRGZ-7.jpg,saatchi_art_images/36.jpg.jpg,Oil Stick on Canvas,Abstract Expressionism Abstract,320.0,0
36,"Always Never The Same, Paintings",Fred Michiels,1403,7.8 x 7.8 in,Print of Abstract Paintings,https://images.saatchiart.com/saatchi/2580221/art/12481333/11543523-QXRKNAXT-7.jpg,saatchi_art_images/37.jpg.jpg,Acrylic on Canvas,Abstract,60.839999999999996,0
37,"Sa-Weet 02, Paintings",Claire Desjardins,1510,20 x 24 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/208506/art/12551863/11614053-XMZJCCRX-7.jpg,saatchi_art_images/38.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,480.0,0
38,"Through The Palms, Paintings",Alec Cumming,2040,29.5 x 22 in,Original Abstract Landscape Paintings,https://images.saatchiart.com/saatchi/803412/art/12499217/11561407-WHZEVXWD-7.jpg,saatchi_art_images/39.jpg.jpg,Gouache on Paper,Abstract Landscape,649.0,1
39,"""Callie"", Paintings",Endre Penovác,1045,17.7 x 13.8 in,Print of Minimalism Animal Paintings,https://images.saatchiart.com/saatchi/680537/art/12500705/11562895-YWFLTSIC-7.jpg,saatchi_art_images/40.jpg.jpg,Ink on Paper,Minimalism Animal,244.26,0
40,"Casa, Paintings",Anne Fox,1665,33 x 23 in,Original Abstract Architecture Paintings,https://images.saatchiart.com/saatchi/792448/art/12505839/11568029-FQVSFJET-7.jpg,saatchi_art_images/41.jpg.jpg,Acrylic on Paper,Abstract Architecture,759.0,1
41,"Skyline Shoreline, Paintings",Carlos Martín,1140,22 x 29.9 in,Original Contemporary Beach Paintings,https://images.saatchiart.com/saatchi/888156/art/12515203/11577393-TEPHDVZU-7.jpg,saatchi_art_images/42.jpg.jpg,Acrylic on Paper,Contemporary Beach,657.8,1
42,"Primavera, Paintings",Catherine Denvir,1630,23.6 x 31.5 in,Print of Contemporary People Paintings,https://images.saatchiart.com/saatchi/245040/art/12519405/11581595-HCYIDHZX-7.jpg,saatchi_art_images/43.jpg.jpg,Oil on Canvas,Contemporary People,743.4000000000001,0
43,"Irish Eyes, Paintings",Hilarie Couture,1844,22 x 28 in,Original Impressionism Women Paintings,https://images.saatchiart.com/saatchi/473245/art/12492039/11554229-XVISFNOD-7.jpg,saatchi_art_images/44.jpg.jpg,Oil on Canvas,Impressionism Women,616.0,1
44,"A Glowing Morning, Paintings",Per Anders,1911,37.4 x 33.1 in,Print of Abstract Landscape Paintings,https://images.saatchiart.com/saatchi/20336/art/12521775/11583965-GEZORIRL-7.jpg,saatchi_art_images/45.jpg.jpg,Acrylic on Canvas,Abstract Landscape,1237.94,0
45,"Autumn Girl, Paintings",NatašA Bezić,673,19.7 x 19.7 in,Print of Figurative Portrait Paintings,https://images.saatchiart.com/saatchi/545449/art/7827609/6895507-HSC00001-7.jpg,saatchi_art_images/46.jpg.jpg,Oil on Canvas,Figurative Portrait,388.09,0
46,"My World Turned Upside Down, Paintings",Elizabeth Rydall,685,16 x 20 in,Print of Art Deco Animal Paintings,https://images.saatchiart.com/saatchi/1121352/art/12523505/11585695-KLNIRUMH-7.jpg,saatchi_art_images/47.jpg.jpg,Acrylic on Canvas,Art Deco Animal,320.0,0
47,"Still Life, Paintings",Tamar Nakaidze,500,11.7 x 8.2 in,Print of Contemporary Still Life Paintings,https://images.saatchiart.com/saatchi/2530935/art/12525269/11587459-RHAKTWVS-7.jpg,saatchi_art_images/48.jpg.jpg,Color on Paper,Contemporary Still Life,95.93999999999998,0
48,"Art, Paintings",Xiaoyang Galas,2793,39.4 x 27.6 in,Original Abstract Culture Paintings,https://images.saatchiart.com/saatchi/65556/art/6502281/5571959-HFQWGMBF-7.jpg,saatchi_art_images/49.jpg.jpg,Acrylic on Canvas,Abstract Culture,1087.44,1
49,"Senza Titolo 145, Paintings",Alessio Mazzarulli,1093,42.5 x 30.7 in,Print of Abstract Landscape Paintings,https://images.saatchiart.com/saatchi/776147/art/3138428/2208319-HSC00001-7.jpg,saatchi_art_images/50.jpg.jpg,Acrylic on Canvas,Abstract Landscape,1304.75,0
50,"On The Edge Of My Mind, Paintings",Lee Leonard,1755,36 x 36 in,Print of Abstract Expressionism Abstract Paintings,https://www.saatchiart.com/saatchi-images/saatchi/841570/art/12553683/11615873-JAEXRGOU-7.jpg,saatchi_art_images/51.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,1296.0,0
51,"Organic Material, Paintings",Rosanna Casano,700,6.3 x 5.9 in,Original Abstract Geometric Paintings,https://www.saatchiart.com/saatchi-images/saatchi/779903/art/12556639/11618829-GXYEDGHX-7.jpg,saatchi_art_images/52.jpg.jpg,Oil on Paper,Abstract Geometric,37.17,1
52,"Bentley 1919, Paintings",Vasyl Kolodiy,3000,29.5 x 37.4 in,Print of Expressionism Car Paintings,https://www.saatchiart.com/saatchi-images/saatchi/934929/art/12777345/11839523-POJXBAWP-7.jpg,saatchi_art_images/53.jpg.jpg,Acrylic on Canvas,Expressionism Car,1103.3,0
53,"Iii Graces In The Sun, Paintings",Nastazja Staniszewska,5540,25.6 x 33.5 in,Print of Contemporary Women Paintings,https://www.saatchiart.com/saatchi-images/saatchi/2687483/art/12564453/11626641-AJMXINVA-7.jpg,saatchi_art_images/54.jpg.jpg,Oil on Canvas,Contemporary Women,857.6,0
54,"Nothing. Life. Object, Paintings",Young-Sung Kim,84360,51.2 x 35.4 in,Original Photorealism Animal Paintings,https://www.saatchiart.com/saatchi-images/saatchi/662192/art/11997225/11059451-JCAADPEG-7.jpg,saatchi_art_images/55.jpg.jpg,Oil on Canvas,Photorealism Animal,1812.48,1
55,"Studio Per Giada Che Accende Una Candela, Paintings",Luigi Iona,300,17.3 x 12.2 in,Original Expressionism Women Paintings,https://www.saatchiart.com/saatchi-images/saatchi/1967709/art/12572471/11634659-BYKSCUYG-7.jpg,saatchi_art_images/56.jpg.jpg,Acrylic on Wood,Expressionism Women,211.06,1
56,"Exotic Spring, Paintings",Mila Weis,3990,39.4 x 39.4 in,Original Abstract Floral Paintings,https://images.saatchiart.com/saatchi/1786822/art/12692031/11754219-BVXIBIEJ-7.jpg,saatchi_art_images/57.jpg.jpg,Acrylic on Canvas,Abstract Floral,1552.36,1
57,"And Listening, Paintings",Dawn Beckles,1715,19.7 x 19.7 in,Original Figurative Home Paintings,https://images.saatchiart.com/saatchi/425644/art/12574993/11637181-BARMXEBS-7.jpg,saatchi_art_images/58.jpg.jpg,Acrylic on Wood,Figurative Home,388.09,1
58,"Dalmatian, Paintings",Tomoya Nakano,1222,25.7 x 25.7 in,Print of Contemporary Animal Paintings,https://images.saatchiart.com/saatchi/805291/art/12711193/11773371-TPCCLKOJ-7.jpg,saatchi_art_images/59.jpg.jpg,Oil on Canvas,Contemporary Animal,660.49,0
59,"Chamomiles In A Jug, Paintings",Andrejs Ko,771,16 x 22 in,Print of Fine Art Still Life Paintings,https://images.saatchiart.com/saatchi/2105625/art/12618075/11680263-FSJYHQIQ-7.jpg,saatchi_art_images/60.jpg.jpg,Acrylic on Canvas,Fine Art Still Life,352.0,0
60,"Red Poppies L 3, Paintings",Peter Nottrott,2390,32.7 x 61 in,Original Abstract Expressionism Floral Paintings,https://images.saatchiart.com/saatchi/720911/art/12576693/11638881-OFXEEXCR-7.jpg,saatchi_art_images/61.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Floral,1994.7000000000003,1
61,"I'Ll Put It Right Here, And Umm, You'Ll See, Paintings",Jason Wright,408,8 x 6 in,Print of Abstract Erotic Paintings,https://images.saatchiart.com/saatchi/719498/art/12578849/11641037-QSYNCASN-7.jpg,saatchi_art_images/62.jpg.jpg,Oil on Wood,Abstract Erotic,48.0,0
62,"French Woman, Paintings",Zahra Azimzade,479,9.4 x 11.8 in,Original Expressionism Women Paintings,https://images.saatchiart.com/saatchi/1097684/art/12579405/11641593-GXICBYYK-7.jpg,saatchi_art_images/63.jpg.jpg,Pastel on Canvas,Expressionism Women,110.92000000000002,1
63,"Dahlia, Paintings",Elizabeth Becker,355,16 x 20 in,Print of Expressionism Floral Paintings,https://images.saatchiart.com/saatchi/833929/art/11602399/10664645-MYYZKDSD-7.jpg,saatchi_art_images/64.jpg.jpg,Watercolor on Paper,Expressionism Floral,320.0,0
64,"Reflection, Paintings",Jenny Gray,2910,40 x 30 in,Original Contemporary Abstract Paintings,https://images.saatchiart.com/saatchi/686090/art/10229727/9292465-ZAJEOQJN-7.jpg,saatchi_art_images/65.jpg.jpg,Acrylic on Canvas,Contemporary Abstract,1200.0,1
65,"Back Portrait (Bleu), Paintings",Anna Madia,2420,15 x 18.1 in,Original Figurative People Paintings,https://images.saatchiart.com/saatchi/667282/art/12617399/11679587-IFOIAGCW-7.jpg,saatchi_art_images/66.jpg.jpg,Oil on Canvas,Figurative People,271.5,1
66,"Freedom - Beach Girl Feminist Woman, Paintings",Daria Gerasimova,593,19.7 x 19.7 in,Original Figurative Women Paintings,https://images.saatchiart.com/saatchi/1669488/art/12621367/11683555-ECJNKQJT-7.jpg,saatchi_art_images/67.jpg.jpg,Oil on Canvas,Figurative Women,388.09,1
67,"Love Is In The Air, Paintings",Hennie Van De Lande,3923,39.4 x 47.2 in,Print of Abstract Floral Paintings,https://images.saatchiart.com/saatchi/350780/art/12677639/11739827-TJSRVVIY-7.jpg,saatchi_art_images/68.jpg.jpg,Acrylic on Canvas,Abstract Floral,1859.68,0
68,"Queen Elizabeth Ii, Paintings",Dane Shue,2910,32 x 40 in,Original Pop Art Pop Culture/Celebrity Paintings,https://images.saatchiart.com/saatchi/948218/art/9883077/8946005-XMTPWNYQ-7.jpg,saatchi_art_images/69.jpg.jpg,Acrylic on Wood,Pop Art Pop Culture/Celebrity,1280.0,1
69,"Enfance, Paintings",Albane De Saint Remy,858,8.7 x 11 in,Original Contemporary Children Paintings,https://images.saatchiart.com/saatchi/744682/art/12695101/11757289-MNOYCILM-7.jpg,saatchi_art_images/70.jpg.jpg,Gouache on Paper,Contemporary Children,95.69999999999999,1
70,"The More Complex The Explanation, The Bigger The Lie, Paintings",Vicente Aguado,405,22.8 x 32.3 in,Print of Portraiture People Paintings,https://images.saatchiart.com/saatchi/653596/art/12712715/11774893-RQJIWVYM-7.jpg,saatchi_art_images/71.jpg.jpg,Acrylic on Paper,Portraiture People,736.4399999999999,0
71,"Time In The Garden, Paintings",Adam Collier Noel,11400,60 x 60 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/425902/art/12712753/11774931-KMSXACPU-7.jpg,saatchi_art_images/72.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,3600.0,1
72,"Polder In Zeeland (April), Paintings",Nelly Van Nieuwenhuijzen,1975,39.4 x 31.5 in,Print of Impressionism Landscape Paintings,https://images.saatchiart.com/saatchi/56712/art/12713121/11775299-NMTBGKQH-7.jpg,saatchi_art_images/73.jpg.jpg,Acrylic on Canvas,Impressionism Landscape,1241.1,0
73,"A Happy Tomorrw Will Come, Paintings",Jooha Sim,7093,47.2 x 47.2 in,Print of Art Deco Floral Paintings,https://images.saatchiart.com/saatchi/1531369/art/12714127/11776305-OASYWTSL-7.jpg,saatchi_art_images/74.jpg.jpg,Color on Wood,Art Deco Floral,2227.84,0
74,"“Dialogue Of Lines”, Paintings",Levan Chabukiani,987,19.7 x 23.6 in,Original Figurative Abstract Paintings,https://images.saatchiart.com/saatchi/2411761/art/12714503/11776681-DKMBSRNI-7.jpg,saatchi_art_images/75.jpg.jpg,Acrylic on Canvas,Figurative Abstract,464.92,1
75,"Oneness (#22), Paintings",Carla Sa Fernandes,3339,35.4 x 47.2 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/311324/art/12714725/11776903-HYODLTZQ-7.jpg,saatchi_art_images/76.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,1670.88,1
76,"Rise And Shine, Paintings",Ute Laum,1955,23.6 x 39.4 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/93253/art/9878095/8941023-LLEVDKYC-7.jpg,saatchi_art_images/77.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,929.84,0
77,"Misconception, Paintings",Theophilus Tetteh,4184,40 x 50 in,Print of Expressionism People Paintings,https://images.saatchiart.com/saatchi/1165517/art/12718077/11780255-JFLDXJET-7.jpg,saatchi_art_images/78.jpg.jpg,Acrylic on Canvas,Expressionism People,2000.0,0
78,"Jungle Cabin At Night, Paintings",Peter De Boer,1160,15.7 x 11.8 in,Original Figurative Nature Paintings,https://images.saatchiart.com/saatchi/393726/art/9840829/8903787-PPIMPBEY-7.jpg,saatchi_art_images/79.jpg.jpg,Oil on Canvas,Figurative Nature,185.26,1
79,"Mermaid, Paintings",B A H M A N,1035,11.8 x 11.8 in,Print of Figurative Women Paintings,https://images.saatchiart.com/saatchi/716761/art/12719155/11781333-RLXAMKTA-7.jpg,saatchi_art_images/80.jpg.jpg,Oil on Canvas,Figurative Women,139.24,0
80,"Million Layers Of Reflection, Paintings",Yusuf Epçin,1031,13.8 x 19.7 in,Original Abstract Landscape Paintings,https://images.saatchiart.com/saatchi/2138303/art/12720089/11782267-ESWODJDP-7.jpg,saatchi_art_images/81.jpg.jpg,Oil on Canvas,Abstract Landscape,271.86,1
81,"Joshua Tree, Paintings",Andy Shaw,2558,31.5 x 39.4 in,Print of Pop Art Nature Paintings,https://images.saatchiart.com/saatchi/877065/art/12720477/11782655-JDEQTPKX-7.jpg,saatchi_art_images/82.jpg.jpg,Acrylic on Canvas,Pop Art Nature,1241.1,0
82,"North Shore, Paintings",Shellie Garber,1110,24 x 30 in,Original Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/867774/art/12725815/11787993-ZFHIDIYE-7.jpg,saatchi_art_images/83.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,720.0,1
83,"Agave Vera, Paintings",Marianne Hendriks,280,6.3 x 7.9 in,Original Figurative Botanic Paintings,https://images.saatchiart.com/saatchi/1014050/art/12728017/11790195-FQGTEWQV-7.jpg,saatchi_art_images/84.jpg.jpg,Oil on Paper,Figurative Botanic,49.77,1
84,"Sacromagnetica, Paintings",Mario Henrique,12025,59.1 x 74.8 in,Print of Expressionism Portrait Paintings,https://images.saatchiart.com/saatchi/791208/art/12730591/11792769-TWKKBWGK-7.jpg,saatchi_art_images/85.jpg.jpg,Oil on Canvas,Expressionism Portrait,4420.68,0
85,"""On The Air"", Paintings",Brian Nash,2385,36 x 36 in,Print of Pop Art Music Paintings,https://images.saatchiart.com/saatchi/576873/art/8494696/7558822-HSC00001-7.jpg,saatchi_art_images/86.jpg.jpg,Acrylic on Canvas,Pop Art Music,1296.0,0
86,"Lift-Off In Five, Paintings",Claire Desjardins,2096,24 x 30 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/208506/art/12733645/11795823-WQWWBFWJ-7.jpg,saatchi_art_images/87.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,720.0,0
87,"Forest Drip, Paintings",Sumit Mehndiratta,1831,42 x 40 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/593840/art/12733811/11795989-SLIGXMFI-7.jpg,saatchi_art_images/88.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,1680.0,0
88,"Her Make Up Game Was On Point In 1843, Paintings",Nadia Jaber,4225,49 x 51 in,Original Figurative Women Paintings,https://images.saatchiart.com/saatchi/717636/art/12734279/11796457-AOSXAHHK-7.jpg,saatchi_art_images/89.jpg.jpg,Oil on Canvas,Figurative Women,2499.0,1
89,"Silent Conversation., Paintings",Young Park,1885,9.5 x 13.8 in,Original Contemporary People Paintings,https://images.saatchiart.com/saatchi/1742449/art/12736481/11798659-BRTXIMRD-7.jpg,saatchi_art_images/90.jpg.jpg,Acrylic on Wood,Contemporary People,131.1,1
90,"Still Life #01, Paintings",Tomasz Cichowski,1240,14.2 x 18.9 in,Original Abstract Paintings,https://images.saatchiart.com/saatchi/413731/art/5804773/4874573-DKSGHZZD-7.jpg,saatchi_art_images/91.jpg.jpg,Acrylic on Canvas,Abstract,268.37999999999994,1
91,"Ethereal Bloom No. 9, Paintings",Jie Song,476,19.7 x 23.6 in,Original Abstract Floral Paintings,https://images.saatchiart.com/saatchi/1025717/art/12738635/11800813-XPQNSUAL-7.jpg,saatchi_art_images/92.jpg.jpg,Oil on Canvas,Abstract Floral,464.92,1
92,"Liberty, Paintings",Vanessa Storoniak,1686,30 x 30 in,Print of Modernism Abstract Paintings,https://images.saatchiart.com/saatchi/1697068/art/12746945/11809123-CNXGXNNK-7.jpg,saatchi_art_images/93.jpg.jpg,Acrylic on Canvas,Modernism Abstract,900.0,0
93,"Ovulation, Paintings",Renato Ochoa,3725,48 x 58 in,Print of Abstract Expressionism Abstract Paintings,https://images.saatchiart.com/saatchi/425239/art/3080467/2150360-FIZEHRXK-7.jpg,saatchi_art_images/94.jpg.jpg,Acrylic on Canvas,Abstract Expressionism Abstract,2784.0,0
